Date,NAV (CAD),Market price (CAD)
Jul 13 2022,$87.5035,$87.5750
Jul 12 2022,$88.2281,$88.1950
Jul 11 2022,$88.9371,$88.8800
Jul 08 2022,$89.6294,$89.6550
Jul 07 2022,$89.8345,$89.8800
Jul 06 2022,$88.9793,$88.9650
Jul 05 2022,$88.6282,$88.5300
Jul 04 2022,$87.3048,$87.1200
Jun 30 2022,$86.4639,$86.2200
Jun 29 2022,$87.3284,$87.3800
Jun 28 2022,$87.4776,$87.5850
Jun 27 2022,$89.4340,$89.3550
Jun 24 2022,$89.8721,$89.7200
Jun 23 2022,$87.7603,$87.7300
Jun 22 2022,$86.5738,$86.7050
Jun 21 2022,$86.5959,$86.4950
Jun 20 2022,$84.9733,$85.9600
Jun 17 2022,$85.2387,$85.2450
Jun 16 2022,$84.4002,$84.2850
Jun 15 2022,$86.9907,$86.9400
Jun 14 2022,$86.1818,$86.1600
Jun 13 2022,$85.9776,$85.9350
Jun 10 2022,$88.6030,$88.7850
Jun 09 2022,$90.7276,$90.7500
Jun 08 2022,$91.8518,$91.8150
Jun 07 2022,$92.7011,$92.7050
Jun 06 2022,$92.1482,$92.1850
Jun 03 2022,$92.0111,$91.9900
Jun 02 2022,$93.4099,$93.4200
Jun 01 2022,$92.2487,$92.3500
May 31 2022,$92.9765,$92.9000
May 30 2022,$93.5695,$94.4800
May 27 2022,$94.0210,$93.9500
May 26 2022,$92.1503,$92.1700
May 25 2022,$90.6230,$90.5750
May 24 2022,$89.8352,$89.6850
May 20 2022,$88.9356,$88.9700
May 19 2022,$88.7782,$88.8450
May 18 2022,$89.8854,$89.8000
May 17 2022,$93.1309,$93.0400
May 16 2022,$91.5250,$91.4250
May 13 2022,$92.3649,$92.3000
May 12 2022,$91.0772,$90.9800
May 11 2022,$90.8336,$90.7500
May 10 2022,$92.4986,$92.5500
May 09 2022,$92.1413,$92.2200
May 06 2022,$94.3391,$94.3650
May 05 2022,$94.5414,$94.4250
May 04 2022,$97.2421,$97.2200
May 03 2022,$95.0982,$95.1350
May 02 2022,$95.0020,$94.9250
Apr 29 2022,$94.1928,$94.0700
Apr 28 2022,$97.4457,$97.3650
Apr 27 2022,$95.1902,$95.2050
Apr 26 2022,$94.8965,$95.0450
Apr 25 2022,$97.0264,$97.0250
Apr 22 2022,$96.4693,$96.4150
Apr 21 2022,$98.0497,$98.0950
Apr 20 2022,$98.9043,$98.9150
Apr 19 2022,$99.9456,$99.9400
Apr 18 2022,$98.3434,$98.2250
Apr 14 2022,$98.3230,$98.3050
Apr 13 2022,$99.1417,$99.0950
Apr 12 2022,$98.6238,$98.6750
Apr 11 2022,$98.9431,$98.9250
Apr 08 2022,$100.1661,$100.0750
Apr 07 2022,$100.5375,$100.5100
Apr 06 2022,$99.5921,$99.6650
Apr 05 2022,$100.3022,$100.1950
Apr 04 2022,$101.5170,$101.4900
Apr 01 2022,$100.8736,$100.8750
Mar 31 2022,$100.4946,$100.7050
Mar 30 2022,$101.8509,$101.7500
Mar 29 2022,$102.6613,$102.5550
Mar 28 2022,$101.6063,$101.5550
Mar 25 2022,$100.4515,$100.3750
Mar 24 2022,$100.4497,$100.3900
Mar 23 2022,$99.5702,$99.5750
Mar 22 2022,$100.8693,$100.8500
Mar 21 2022,$99.8821,$99.8300
Mar 18 2022,$99.9134,$99.8850
Mar 17 2022,$99.0373,$98.8250
Mar 16 2022,$98.3792,$98.2300
Mar 15 2022,$96.8266,$96.7900
Mar 14 2022,$95.1339,$95.1100
Mar 11 2022,$95.2363,$95.2200
Mar 10 2022,$96.7018,$96.7450
Mar 09 2022,$97.4311,$97.3850
Mar 08 2022,$95.4685,$95.5100
Mar 07 2022,$95.6013,$95.7500
Mar 04 2022,$97.8523,$97.8900
Mar 03 2022,$98.3286,$98.2450
Mar 02 2022,$98.4194,$98.4350
Mar 01 2022,$97.4903,$97.4400
Feb 28 2022,$98.4622,$98.4950
Feb 25 2022,$98.9168,$98.9000
Feb 24 2022,$97.6145,$97.4900
Feb 23 2022,$95.6494,$95.6700
Feb 22 2022,$97.5712,$97.4950
Feb 18 2022,$98.6089,$98.5200
Feb 17 2022,$98.8276,$98.8400
Feb 16 2022,$100.8078,$100.8100
Feb 15 2022,$101.0567,$100.9950
Feb 14 2022,$99.4679,$99.5250
Feb 11 2022,$99.8838,$99.9950
Feb 10 2022,$101.7524,$101.7350
Feb 09 2022,$103.1410,$103.0350
Feb 08 2022,$101.9269,$101.9350
Feb 07 2022,$100.8256,$100.7650
Feb 04 2022,$101.8502,$101.9650
Feb 03 2022,$100.8494,$100.8150
Feb 02 2022,$103.0701,$103.1550
Feb 01 2022,$102.2339,$102.3650
Jan 31 2022,$101.7834,$101.8250
Jan 28 2022,$100.4709,$100.4050
Jan 27 2022,$97.8333,$97.8300
Jan 26 2022,$97.7880,$97.7900
Jan 25 2022,$97.5721,$97.5050
Jan 24 2022,$98.9241,$98.8200
Jan 21 2022,$98.0499,$98.3950
Jan 20 2022,$99.4941,$99.4150
Jan 19 2022,$100.5087,$100.4550
Jan 18 2022,$101.6978,$101.5700
Jan 17 2022,$103.5663,$103.8450
Jan 14 2022,$103.8108,$103.8550
Jan 13 2022,$103.4652,$103.3450
Jan 12 2022,$104.8361,$104.7950
Jan 11 2022,$105.1131,$105.0950
Jan 10 2022,$105.0247,$104.9400
Jan 07 2022,$104.8806,$104.9050
Jan 06 2022,$105.9653,$105.9600
Jan 05 2022,$106.4042,$106.4550
Jan 04 2022,$108.0402,$108.1250
Dec 31 2021,$106.8935,$106.8750
Dec 30 2021,$108.0094,$107.9250
Dec 29 2021,$109.0651,$109.1150
Dec 24 2021,$107.4712,$107.8100
Dec 23 2021,$107.5508,$107.6350
Dec 22 2021,$107.1640,$107.1600
Dec 21 2021,$106.7540,$106.7350
Dec 20 2021,$105.1305,$105.2000
Dec 17 2021,$105.9355,$106.0450
Dec 16 2021,$106.0918,$106.1900
Dec 15 2021,$107.5870,$107.6250
Dec 14 2021,$106.0427,$105.9250
Dec 13 2021,$106.4624,$106.4750
Dec 10 2021,$106.6030,$106.5850
Dec 09 2021,$105.5253,$105.5850
Dec 08 2021,$105.7059,$105.7300
Dec 07 2021,$105.3806,$105.3850
Dec 06 2021,$104.2016,$104.1600
Dec 03 2021,$103.5893,$103.6000
Dec 02 2021,$104.2900,$104.0850
Dec 01 2021,$102.8112,$102.9250
Nov 30 2021,$103.6304,$103.8650
Nov 29 2021,$105.4837,$105.5650
Nov 26 2021,$104.4947,$104.4350
Nov 25 2021,$105.6538,$106.1150
Nov 24 2021,$105.7751,$105.8000
Nov 23 2021,$105.5988,$105.6250
Nov 22 2021,$105.6987,$105.7100
Nov 19 2021,$105.5456,$105.5750
Nov 18 2021,$105.3428,$105.3000
Nov 17 2021,$105.0753,$105.0750
Nov 16 2021,$104.9627,$104.9300
Nov 15 2021,$104.1354,$104.0750
Nov 12 2021,$104.3369,$104.3500
Nov 11 2021,$103.8973,$103.9450
Nov 10 2021,$103.1083,$103.1700
Nov 09 2021,$103.5086,$103.5000
Nov 08 2021,$103.8766,$103.8900
Nov 05 2021,$103.7852,$103.7900
Nov 04 2021,$103.5333,$103.4800
Nov 03 2021,$102.4680,$102.4900
Nov 02 2021,$101.9693,$101.9400
Nov 01 2021,$101.3055,$101.2500
Oct 29 2021,$101.1459,$101.2050
Oct 28 2021,$100.6809,$100.6450
Oct 27 2021,$99.8800,$99.9000
Oct 26 2021,$100.5389,$100.6150
Oct 25 2021,$100.4107,$100.3600
Oct 22 2021,$99.7481,$99.7950
Oct 21 2021,$99.9053,$99.9400
Oct 20 2021,$99.2665,$99.1650
Oct 19 2021,$99.2234,$99.1550
Oct 18 2021,$98.5728,$98.5950
Oct 15 2021,$98.2022,$98.2000
Oct 14 2021,$97.4745,$97.4500
Oct 13 2021,$96.3563,$96.3200
Oct 12 2021,$96.1988,$96.2350
Oct 08 2021,$97.1848,$97.1850
Oct 07 2021,$97.9306,$97.8750
Oct 06 2021,$97.4437,$97.4850
Oct 05 2021,$96.9200,$96.9850
Oct 04 2021,$96.0106,$95.9700
Oct 01 2021,$97.6356,$97.6000
Sep 30 2021,$96.7142,$96.8800
Sep 29 2021,$98.6703,$98.6150
Sep 28 2021,$98.1835,$98.1400
Sep 27 2021,$99.8064,$99.7800
Sep 24 2021,$100.3124,$100.3300
Sep 23 2021,$100.1816,$100.1450
Sep 22 2021,$99.7873,$99.7050
Sep 21 2021,$99.2056,$99.3200
Sep 20 2021,$99.3257,$99.3650
Sep 17 2021,$100.4791,$100.5950
Sep 16 2021,$100.9088,$100.9250
Sep 15 2021,$100.7045,$100.6500
Sep 14 2021,$100.3373,$100.2800
Sep 13 2021,$100.5826,$100.5500
Sep 10 2021,$100.5461,$100.5550
Sep 09 2021,$101.1175,$101.1200
Sep 08 2021,$101.8382,$101.8000
Sep 07 2021,$101.6393,$101.6850
Sep 03 2021,$101.0090,$100.9900
Sep 02 2021,$101.2617,$101.2150
Sep 01 2021,$101.5437,$101.4700
Aug 31 2021,$101.3761,$101.4500
Aug 30 2021,$101.4692,$101.4650
Aug 27 2021,$101.0620,$101.0650
Aug 26 2021,$100.7571,$100.7650
Aug 25 2021,$100.5931,$100.6500
Aug 24 2021,$100.4399,$100.4350
Aug 23 2021,$100.7353,$100.7100
Aug 20 2021,$101.2167,$101.2200
Aug 19 2021,$100.4106,$100.3100
Aug 18 2021,$98.9010,$98.9100
Aug 17 2021,$99.7589,$99.7150
Aug 16 2021,$99.9956,$99.9650
Aug 13 2021,$99.3568,$99.2850
Aug 12 2021,$99.1409,$99.1250
Aug 11 2021,$98.7500,$98.7400
Aug 10 2021,$98.6942,$98.6600
Aug 09 2021,$98.9917,$98.9950
Aug 06 2021,$98.9295,$98.9150
Aug 05 2021,$98.2917,$98.2500
Aug 04 2021,$98.0571,$98.1050
Aug 03 2021,$98.4225,$98.3800
Jul 30 2021,$97.3769,$97.2850
Jul 29 2021,$97.6278,$97.6450
Jul 28 2021,$97.8529,$97.9150
Jul 27 2021,$98.4026,$98.3700
Jul 26 2021,$98.4413,$98.4150
Jul 23 2021,$98.3991,$98.3950
Jul 22 2021,$97.4067,$97.3700
Jul 21 2021,$97.2001,$97.1850
Jul 20 2021,$97.2454,$97.2950
Jul 19 2021,$96.4241,$96.3200
Jul 16 2021,$96.8322,$96.8150
Jul 15 2021,$97.5103,$97.4650
Jul 14 2021,$97.1069,$97.0800
Jul 13 2021,$97.0514,$97.0050
Jul 12 2021,$96.8988,$96.8850
Jul 09 2021,$96.5033,$96.4950
Jul 08 2021,$96.1403,$96.0150
Jul 07 2021,$96.5602,$96.5350
Jul 06 2021,$96.0404,$96.0250
Jul 05 2021,$95.2141,$95.4050
Jul 02 2021,$95.1527,$95.1300
Jun 30 2021,$94.4461,$94.5100
Jun 29 2021,$94.3294,$94.3450
Jun 28 2021,$94.2290,$94.2200
Jun 25 2021,$93.6754,$93.6850
Jun 24 2021,$93.5201,$93.5400
Jun 23 2021,$92.8902,$92.8950
Jun 22 2021,$93.0131,$93.0000
Jun 21 2021,$92.8867,$92.9250
Jun 18 2021,$92.1826,$92.2850
Jun 17 2021,$92.8295,$92.8700
Jun 16 2021,$92.1043,$92.1050
Jun 15 2021,$92.0796,$92.0400
Jun 14 2021,$91.9363,$91.8400
Jun 11 2021,$91.8348,$91.8400
Jun 10 2021,$91.1773,$91.1950
Jun 09 2021,$90.9009,$90.9450
Jun 08 2021,$91.0666,$91.1000
Jun 07 2021,$90.7821,$90.8150
Jun 04 2021,$90.8447,$90.8450
Jun 03 2021,$90.2188,$90.2500
Jun 02 2021,$90.0434,$90.0300
Jun 01 2021,$90.1685,$90.1200
May 31 2021,$90.2275,$90.2350
May 28 2021,$90.3064,$90.3050
May 27 2021,$90.0193,$90.1750
May 26 2021,$90.3675,$90.3300
May 25 2021,$89.8312,$89.8100
May 21 2021,$89.0957,$89.0700
May 20 2021,$89.1266,$89.0850
May 19 2021,$88.6576,$88.6250
May 18 2021,$88.4342,$88.5300
May 17 2021,$89.2529,$89.2400
May 14 2021,$89.8388,$89.8650
May 13 2021,$88.7984,$88.8750
May 12 2021,$87.5102,$87.5900
May 11 2021,$89.1946,$89.1600
May 10 2021,$89.9468,$89.9650
May 07 2021,$91.1817,$91.2350
May 06 2021,$90.7333,$90.6850
May 05 2021,$90.7965,$90.7600
May 04 2021,$91.0315,$90.9500
May 03 2021,$91.3770,$91.3550
Apr 30 2021,$91.2783,$91.1600
Apr 29 2021,$91.7806,$91.7450
Apr 28 2021,$91.4359,$91.4300
Apr 27 2021,$92.1104,$92.1900
Apr 26 2021,$92.1393,$92.1000
Apr 23 2021,$92.5338,$92.5600
Apr 22 2021,$91.7341,$91.7600
Apr 21 2021,$92.5208,$92.4950
Apr 20 2021,$92.5439,$92.5800
Apr 19 2021,$92.6144,$92.5450
Apr 16 2021,$92.9026,$92.8900
Apr 15 2021,$92.7743,$92.7300
Apr 14 2021,$91.6721,$91.5800
Apr 13 2021,$92.0487,$92.0700
Apr 12 2021,$92.0555,$92.0550
Apr 09 2021,$91.7583,$91.7250
Apr 08 2021,$91.3470,$91.2950
Apr 07 2021,$91.3169,$91.3100
Apr 06 2021,$90.8554,$90.7950
Apr 05 2021,$90.5740,$90.5750
Apr 01 2021,$89.4262,$89.4550
Mar 31 2021,$88.6409,$88.7400
Mar 30 2021,$88.7874,$88.6050
Mar 29 2021,$88.7078,$88.6750
Mar 26 2021,$88.6417,$88.5550
Mar 25 2021,$87.8264,$87.8750
Mar 24 2021,$87.0379,$87.1050
Mar 23 2021,$87.5852,$87.5150
Mar 22 2021,$87.8200,$87.8300
Mar 19 2021,$86.9959,$87.0850
Mar 18 2021,$87.2277,$87.2650
Mar 17 2021,$87.7833,$87.7450
Mar 16 2021,$87.7160,$87.7650
Mar 15 2021,$88.0301,$88.0350
Mar 12 2021,$87.5058,$87.5050
Mar 11 2021,$87.7610,$87.7650
Mar 10 2021,$87.4961,$87.5300
Mar 09 2021,$87.1068,$87.1550
Mar 08 2021,$86.1464,$86.2400
Mar 05 2021,$86.4553,$86.5250
Mar 04 2021,$84.9492,$84.7950
Mar 03 2021,$85.8629,$85.9150
Mar 02 2021,$86.8360,$86.8750
Mar 01 2021,$87.7660,$87.7400
Feb 26 2021,$86.1499,$86.4550
Feb 25 2021,$85.8225,$85.8850
Feb 24 2021,$87.2590,$87.3050
Feb 23 2021,$86.8253,$86.9000
Feb 22 2021,$86.9362,$86.9600
Feb 19 2021,$87.6499,$87.6150
Feb 18 2021,$88.1904,$88.1850
Feb 17 2021,$88.7048,$88.6950
Feb 16 2021,$88.5875,$88.6300
Feb 12 2021,$88.8113,$88.8100
Feb 11 2021,$88.3370,$88.3300
Feb 10 2021,$88.2258,$88.1750
Feb 09 2021,$88.2499,$88.2450
Feb 08 2021,$88.5925,$88.4850
Feb 05 2021,$88.1131,$88.1200
Feb 04 2021,$88.1850,$88.1000
Feb 03 2021,$86.9099,$87.0100
Feb 02 2021,$86.9083,$86.9450
Feb 01 2021,$86.1222,$86.2150
Jan 29 2021,$84.2398,$84.3800
Jan 28 2021,$86.1120,$86.1450
Jan 27 2021,$85.3519,$85.2600
Jan 26 2021,$86.7263,$86.7200
Jan 25 2021,$87.1680,$87.1550
Jan 22 2021,$86.7135,$86.8450
Jan 21 2021,$86.3813,$86.4300
Jan 20 2021,$86.3930,$86.4850
Jan 19 2021,$85.8584,$85.8550
Jan 18 2021,$85.2455,$85.6500
Jan 15 2021,$85.1723,$85.1250
Jan 14 2021,$85.1274,$85.1550
Jan 13 2021,$85.8352,$85.9150
Jan 12 2021,$85.7225,$85.8500
Jan 11 2021,$86.1399,$86.1150
Jan 08 2021,$86.1811,$86.2200
Jan 07 2021,$85.5373,$85.5950
Jan 06 2021,$84.2485,$84.2700
Jan 05 2021,$83.7671,$83.7500
Jan 04 2021,$83.9321,$83.9200
Dec 31 2020,$84.7235,$84.8350
Dec 30 2020,$84.5018,$84.5600
Dec 29 2020,$84.9857,$84.9750
Dec 24 2020,$84.4214,$84.4200
Dec 23 2020,$84.3219,$84.4700
Dec 22 2020,$84.6450,$84.6300
Dec 21 2020,$84.4923,$84.3950
Dec 18 2020,$84.3253,$84.4500
Dec 17 2020,$84.2872,$84.2750
Dec 16 2020,$83.9137,$83.9450
Dec 15 2020,$83.4766,$83.3950
Dec 14 2020,$82.7442,$82.9300
Dec 11 2020,$83.1770,$83.1600
Dec 10 2020,$83.0844,$83.1500
Dec 09 2020,$83.6657,$83.8500
Dec 08 2020,$84.4118,$84.4350
Dec 07 2020,$84.0309,$84.0300
Dec 04 2020,$84.0624,$84.0400
Dec 03 2020,$83.9582,$83.8300
Dec 02 2020,$84.3094,$84.2950
Dec 01 2020,$84.2264,$84.2650
Nov 30 2020,$83.6287,$83.5550
Nov 27 2020,$84.0158,$84.1350
Nov 26 2020,$83.9771,$83.9750
Nov 25 2020,$83.8385,$83.8700
Nov 24 2020,$83.9932,$83.9850
Nov 23 2020,$83.1759,$83.1450
Nov 20 2020,$82.6939,$82.7650
Nov 19 2020,$83.1016,$83.1150
Nov 18 2020,$82.8695,$83.0200
Nov 17 2020,$83.9962,$83.9900
Nov 16 2020,$84.4235,$84.3050
Nov 13 2020,$83.7055,$83.7650
Nov 12 2020,$82.5210,$82.4900
Nov 11 2020,$82.8790,$82.8850
Nov 10 2020,$82.1237,$82.0450
Nov 09 2020,$82.0721,$82.0900
Nov 06 2020,$81.2430,$81.2250
Nov 05 2020,$81.2844,$81.3350
Nov 04 2020,$80.2827,$80.2650
Nov 03 2020,$78.5929,$78.6550
Nov 02 2020,$77.6802,$77.5450
Oct 30 2020,$77.3324,$77.2100
Oct 29 2020,$78.1679,$78.3750
Oct 28 2020,$77.3507,$77.3000
Oct 27 2020,$79.2482,$79.2950
Oct 26 2020,$79.6618,$79.6250
Oct 23 2020,$80.7845,$80.7200
Oct 22 2020,$80.5192,$80.5050
Oct 21 2020,$80.1038,$80.1950
Oct 20 2020,$80.1665,$80.2950
Oct 19 2020,$80.2255,$80.2050
Oct 16 2020,$81.4627,$81.5850
Oct 15 2020,$81.7110,$81.6550
Oct 14 2020,$81.3257,$81.3650
Oct 13 2020,$81.8185,$81.9350
Oct 09 2020,$80.9765,$80.9450
Oct 08 2020,$80.7026,$80.6900
Oct 07 2020,$80.4191,$80.4600
Oct 06 2020,$79.2178,$79.2850
Oct 05 2020,$80.1377,$80.1450
Oct 02 2020,$79.0381,$79.0950
Oct 01 2020,$79.5944,$79.5850
Sep 30 2020,$79.3098,$79.4900
Sep 29 2020,$79.1639,$79.2450
Sep 28 2020,$79.8544,$79.7200
Sep 25 2020,$78.5833,$78.6550
Sep 24 2020,$77.1600,$77.1800
Sep 23 2020,$77.0922,$77.0850
Sep 22 2020,$78.4841,$78.4850
Sep 21 2020,$77.7046,$77.5950
Sep 18 2020,$77.9257,$78.0100
Sep 17 2020,$78.5682,$78.5000
Sep 16 2020,$79.4266,$79.4750
Sep 15 2020,$79.8056,$79.8150
Sep 14 2020,$79.3310,$79.4050
Sep 11 2020,$78.3522,$78.4050
Sep 10 2020,$78.3500,$78.4050
Sep 09 2020,$79.5120,$79.5650
Sep 08 2020,$78.4155,$78.4850
Sep 04 2020,$79.5891,$79.5850
Sep 03 2020,$80.6429,$80.6550
Sep 02 2020,$83.0446,$83.1150
Sep 01 2020,$82.0281,$81.9550
Aug 31 2020,$81.0544,$81.3350
Aug 28 2020,$81.7017,$81.7000
Aug 27 2020,$81.3293,$81.3750
Aug 26 2020,$81.3090,$81.3300
Aug 25 2020,$80.6859,$80.6800
Aug 24 2020,$80.6707,$80.5800
Aug 21 2020,$79.6150,$79.6250
Aug 20 2020,$79.2717,$79.3100
Aug 19 2020,$79.2588,$79.2850
Aug 18 2020,$79.3346,$79.2750
Aug 17 2020,$79.3132,$79.2800
Aug 14 2020,$79.4416,$79.3850
Aug 13 2020,$79.2081,$79.1850
Aug 12 2020,$79.5719,$79.5950
Aug 11 2020,$78.8135,$78.7550
Aug 10 2020,$79.6999,$79.6650
Aug 07 2020,$79.6136,$79.5600
Aug 06 2020,$79.0924,$79.0250
Aug 05 2020,$78.4171,$78.4450
Aug 04 2020,$78.1957,$78.1350
Jul 31 2020,$77.8142,$77.6550
Jul 30 2020,$77.4827,$77.4850
Jul 29 2020,$77.1566,$77.1050
Jul 28 2020,$76.4460,$76.4050
Jul 27 2020,$76.7991,$76.7850
Jul 24 2020,$76.5859,$76.5750
Jul 23 2020,$77.0187,$76.9450
Jul 22 2020,$77.9941,$77.9750
Jul 21 2020,$77.7985,$77.7500
Jul 20 2020,$78.1073,$78.1950
Jul 17 2020,$77.6890,$77.6950
Jul 16 2020,$77.4441,$77.4250
Jul 15 2020,$77.3297,$77.3050
Jul 14 2020,$77.2340,$77.2800
Jul 13 2020,$76.1807,$76.2500
Jul 10 2020,$76.8058,$76.8450
Jul 09 2020,$76.0204,$75.9800
Jul 08 2020,$75.9461,$75.9000
Jul 07 2020,$75.9390,$75.8950
Jul 06 2020,$76.3428,$76.2700
Jul 03 2020,$75.2518,$75.0550
Jul 02 2020,$75.3741,$75.3250
Jun 30 2020,$74.4917,$74.6100
Jun 29 2020,$74.0612,$73.9050
Jun 26 2020,$73.3349,$73.3250
Jun 25 2020,$74.9573,$74.9450
Jun 24 2020,$74.0724,$74.0450
Jun 23 2020,$75.6259,$75.6850
Jun 22 2020,$75.1738,$75.1600
Jun 19 2020,$75.0734,$75.2250
Jun 18 2020,$75.5492,$75.5150
Jun 17 2020,$75.2424,$75.3600
Jun 16 2020,$75.5586,$75.3650
Jun 15 2020,$74.1584,$74.0850
Jun 12 2020,$73.6214,$73.7050
Jun 11 2020,$72.8681,$72.8950
Jun 10 2020,$76.0495,$76.1350
Jun 09 2020,$76.5839,$76.6350
Jun 08 2020,$76.8957,$76.8450
Jun 05 2020,$76.4497,$76.4050
Jun 04 2020,$74.8601,$74.7600
Jun 03 2020,$75.0122,$74.9850
Jun 02 2020,$74.1831,$74.0950
Jun 01 2020,$73.8260,$73.8100
May 29 2020,$74.5838,$74.7100
May 28 2020,$74.2831,$74.3250
May 27 2020,$74.3407,$74.2950
May 26 2020,$73.4671,$73.3750
May 25 2020,$73.5500,$74.6000
May 22 2020,$73.5372,$73.5100
May 21 2020,$73.1413,$73.1350
May 20 2020,$73.4432,$73.4650
May 19 2020,$72.4000,$72.4700
May 15 2020,$71.8196,$71.7950
May 14 2020,$71.1679,$71.0550
May 13 2020,$70.6383,$70.7250
May 12 2020,$71.7195,$71.9000
May 11 2020,$72.9583,$73.0550
May 08 2020,$72.4898,$72.4350
May 07 2020,$71.6690,$71.6050
May 06 2020,$71.5852,$71.6100
May 05 2020,$71.5788,$71.6200
May 04 2020,$71.1176,$71.1150
May 01 2020,$70.7432,$70.6200
Apr 30 2020,$71.9962,$72.0850
Apr 29 2020,$72.4366,$72.4400
Apr 28 2020,$71.1738,$71.1700
Apr 27 2020,$71.7242,$71.7500
Apr 24 2020,$70.9973,$70.9150
Apr 23 2020,$69.8680,$69.9450
Apr 22 2020,$70.4405,$70.4950
Apr 21 2020,$68.9245,$69.0500
Apr 20 2020,$70.8214,$70.9200
Apr 17 2020,$71.6260,$71.5200
Apr 16 2020,$70.1297,$70.1950
Apr 15 2020,$69.6585,$69.6850
Apr 14 2020,$70.2310,$70.1800
Apr 13 2020,$67.9642,$68.0250
Apr 09 2020,$69.2220,$69.2600
Apr 08 2020,$68.4755,$68.4050
Apr 07 2020,$65.9660,$66.1000
Apr 06 2020,$66.5534,$66.7350
Apr 03 2020,$62.4632,$62.4250
Apr 02 2020,$63.5592,$63.4950
Apr 01 2020,$62.2731,$62.2700
Mar 31 2020,$64.5414,$64.4200
Mar 30 2020,$65.8356,$65.7950
Mar 27 2020,$63.0929,$63.0600
Mar 26 2020,$65.3715,$65.4150
Mar 25 2020,$62.3307,$62.3050
Mar 24 2020,$62.7721,$62.6750
Mar 23 2020,$57.5264,$57.9200
Mar 20 2020,$58.7897,$58.8800
Mar 19 2020,$61.9186,$61.9100
Mar 18 2020,$61.5093,$60.8200
Mar 17 2020,$64.2065,$63.3750
Mar 16 2020,$59.1907,$59.2450
Mar 13 2020,$66.3792,$65.9000
Mar 12 2020,$60.8352,$61.0250
Mar 11 2020,$66.7168,$66.9100
Mar 10 2020,$70.2253,$70.0250
Mar 09 2020,$66.7130,$66.9500
Mar 06 2020,$70.9842,$71.0600
Mar 05 2020,$72.2084,$72.3300
Mar 04 2020,$74.5690,$74.5600
Mar 03 2020,$71.4737,$71.4500
Mar 02 2020,$73.3058,$73.2200
Feb 28 2020,$70.6371,$70.2200
Feb 27 2020,$70.8543,$72.9950
Feb 26 2020,$73.7747,$73.8600
Feb 25 2020,$73.9743,$74.0250
Feb 24 2020,$76.2426,$76.3200
Feb 21 2020,$78.4593,$78.4200
Feb 20 2020,$79.5329,$79.5600
Feb 19 2020,$79.6506,$79.6900
Feb 18 2020,$79.4458,$79.4100
Feb 14 2020,$79.6165,$79.6100
Feb 13 2020,$79.5612,$79.5150
Feb 12 2020,$79.5813,$79.5900
Feb 11 2020,$79.2940,$79.2400
Feb 10 2020,$79.3167,$79.2800
Feb 07 2020,$78.6606,$78.6700
Feb 06 2020,$79.0061,$79.0200
Feb 05 2020,$78.7296,$78.6800
Feb 04 2020,$77.7908,$77.7550
Feb 03 2020,$76.7084,$76.7000
Jan 31 2020,$75.7856,$75.8450
Jan 30 2020,$76.9248,$76.9450
Jan 29 2020,$76.7603,$76.7550
Jan 28 2020,$76.6044,$76.6100
Jan 27 2020,$75.9073,$75.9300
Jan 24 2020,$76.8732,$76.8700
Jan 23 2020,$77.5129,$77.5200
Jan 22 2020,$77.4869,$77.5150
Jan 21 2020,$77.1129,$77.1200
Jan 20 2020,$77.0776,$77.1700
Jan 17 2020,$77.2020,$77.2050
Jan 16 2020,$76.7884,$76.7700
Jan 15 2020,$76.1930,$76.1600
Jan 14 2020,$76.1054,$76.0850
Jan 13 2020,$76.1921,$76.1900
Jan 10 2020,$75.7061,$75.7000
Jan 09 2020,$75.9558,$75.9550
Jan 08 2020,$75.2412,$75.2200
Jan 07 2020,$74.7001,$74.7000
Jan 06 2020,$74.6562,$74.6450
Jan 03 2020,$74.5185,$74.5750
Jan 02 2020,$75.0640,$75.0400
Dec 31 2019,$74.3938,$74.3550
Dec 30 2019,$74.6287,$74.5600
Dec 27 2019,$75.4530,$75.4450
Dec 24 2019,$75.4968,$75.5050
Dec 23 2019,$75.4570,$75.4350
Dec 20 2019,$75.4700,$75.4850
Dec 19 2019,$74.9055,$74.8750
Dec 18 2019,$74.5048,$74.5500
Dec 17 2019,$74.8095,$74.8450
Dec 16 2019,$74.7802,$74.7850
Dec 13 2019,$74.4107,$74.4450
Dec 12 2019,$74.3435,$74.3250
Dec 11 2019,$73.6928,$73.7050
Dec 10 2019,$73.7943,$73.7800
Dec 09 2019,$73.8357,$73.8450
Dec 06 2019,$74.2405,$74.2450
Dec 05 2019,$73.1367,$73.1150
Dec 04 2019,$73.0847,$73.1100
Dec 03 2019,$73.1924,$73.2200
Dec 02 2019,$73.7126,$73.6900
Nov 29 2019,$74.2311,$74.4550
Nov 28 2019,$74.5110,$74.6150
Nov 27 2019,$74.5114,$74.5150
Nov 26 2019,$74.1284,$74.1450
Nov 25 2019,$74.1299,$74.1000
Nov 22 2019,$73.5080,$73.5050
Nov 21 2019,$73.3019,$73.2800
Nov 20 2019,$73.5395,$73.4900
Nov 19 2019,$73.6028,$73.6250
Nov 18 2019,$73.2922,$73.2650
Nov 15 2019,$73.3491,$73.3150
Nov 14 2019,$72.9358,$72.9300
Nov 13 2019,$72.8412,$72.8550
Nov 12 2019,$72.7391,$72.7300
Nov 11 2019,$72.5245,$72.4950
